Begin;End;Solar Day Ahead;Solar Intraday ;Offshore Day Ahead;Offshore Intraday ;Onshore Day Ahead;Onshore Intraday 
29.06.2018 01:30; 29.06.2018 01:45;0;0;1024;810;10552;10120
29.06.2018 01:45; 29.06.2018 02:00;0;0;1054;840;10358;9791
29.06.2018 02:00; 29.06.2018 02:15;0;0;1096;862;10178;9584
29.06.2018 02:15; 29.06.2018 02:30;0;0;1154;870;10041;9622
29.06.2018 02:30; 29.06.2018 02:45;0;0;1212;928;9898;9565
29.06.2018 02:45; 29.06.2018 03:00;0;0;1271;984;9767;9428
29.06.2018 03:00; 29.06.2018 03:15;0;0;1338;1041;9567;9317
29.06.2018 03:15; 29.06.2018 03:30;0;0;1406;1096;9466;9223
29.06.2018 03:30; 29.06.2018 03:45;0;0;1473;1164;9364;9241
29.06.2018 03:45; 29.06.2018 04:00;0;0;1543;1226;9274;9200
29.06.2018 04:00; 29.06.2018 04:15;0;0;1603;1296;9185;9161
29.06.2018 04:15; 29.06.2018 04:30;0;0;1653;1230;9084;9095
29.06.2018 04:30; 29.06.2018 04:45;0;0;1699;1272;8987;8981
29.06.2018 04:45; 29.06.2018 05:00;8;1;1744;1312;8889;8757
29.06.2018 05:00; 29.06.2018 05:15;59;38;1776;1318;8762;8533
29.06.2018 05:15; 29.06.2018 05:30;150;123;1755;1208;8462;8336
29.06.2018 05:30; 29.06.2018 05:45;280;252;1737;1212;8169;8019
29.06.2018 05:45; 29.06.2018 06:00;465;446;1719;1211;7894;7799
29.06.2018 06:00; 29.06.2018 06:15;743;748;1693;1213;7645;7540
29.06.2018 06:15; 29.06.2018 06:30;1161;1159;1663;1140;7290;7228
29.06.2018 06:30; 29.06.2018 06:45;1748;1708;1630;1158;6945;6964
29.06.2018 06:45; 29.06.2018 07:00;2438;2390;1598;1139;6598;6754
29.06.2018 07:00; 29.06.2018 07:15;3277;3227;1562;1106;6289;6445
29.06.2018 07:15; 29.06.2018 07:30;4212;4162;1516;1086;5849;5973
29.06.2018 07:30; 29.06.2018 07:45;5246;5249;1471;1078;5446;5467
29.06.2018 07:45; 29.06.2018 08:00;6362;6382;1422;1068;5171;5115
29.06.2018 08:00; 29.06.2018 08:15;7540;7656;1375;1054;4894;4753
29.06.2018 08:15; 29.06.2018 08:30;8760;8830;1342;1043;4773;4545
29.06.2018 08:30; 29.06.2018 08:45;10015;10102;1311;1035;4655;4339
29.06.2018 08:45; 29.06.2018 09:00;11289;11385;1280;1026;4596;4249
29.06.2018 09:00; 29.06.2018 09:15;12541;12639;1252;1010;4514;4192
29.06.2018 09:15; 29.06.2018 09:30;13750;13869;1216;1018;4529;4208
29.06.2018 09:30; 29.06.2018 09:45;14919;15069;1180;1023;4549;4241
29.06.2018 09:45; 29.06.2018 10:00;16052;16228;1143;1029;4589;4291
29.06.2018 10:00; 29.06.2018 10:15;17214;17328;1110;1037;4628;4330
29.06.2018 10:15; 29.06.2018 10:30;18223;18328;1099;1046;4710;4412
29.06.2018 10:30; 29.06.2018 10:45;19172;19263;1093;1057;4784;4483
29.06.2018 10:45; 29.06.2018 11:00;20059;20165;1081;1061;4857;4542
29.06.2018 11:00; 29.06.2018 11:15;20868;20994;1077;1076;4934;4593
29.06.2018 11:15; 29.06.2018 11:30;21595;21740;1053;1049;5096;4743
29.06.2018 11:30; 29.06.2018 11:45;22250;22416;1033;1023;5260;4901
29.06.2018 11:45; 29.06.2018 12:00;22826;23025;1011;996;5425;5057
29.06.2018 12:00; 29.06.2018 12:15;23295;23544;998;966;5612;5221
29.06.2018 12:15; 29.06.2018 12:30;23692;23928;991;926;5818;5376
29.06.2018 12:30; 29.06.2018 12:45;23998;24210;985;891;6017;5528
29.06.2018 12:45; 29.06.2018 13:00;24220;24420;983;853;6192;5669
29.06.2018 13:00; 29.06.2018 13:15;24364;24541;984;822;6383;5805
29.06.2018 13:15; 29.06.2018 13:30;24421;24576;992;797;6605;5977
29.06.2018 13:30; 29.06.2018 13:45;24402;24521;1002;772;6868;6153
29.06.2018 13:45; 29.06.2018 14:00;24330;24420;1009;747;7138;6329
29.06.2018 14:00; 29.06.2018 14:15;24149;24223;1032;712;7405;6619
29.06.2018 14:15; 29.06.2018 14:30;23884;23943;1095;741;7578;6720
29.06.2018 14:30; 29.06.2018 14:45;23569;23569;1145;769;7757;6832
29.06.2018 14:45; 29.06.2018 15:00;23192;23126;1201;803;7941;6956
29.06.2018 15:00; 29.06.2018 15:15;22720;22598;1267;839;8123;7171
29.06.2018 15:15; 29.06.2018 15:30;22145;22020;1358;899;8306;7351
29.06.2018 15:30; 29.06.2018 15:45;21484;21368;1443;946;8482;7527
29.06.2018 15:45; 29.06.2018 16:00;20746;20619;1523;994;8598;7646
29.06.2018 16:00; 29.06.2018 16:15;19936;19784;1607;1055;8722;7760
29.06.2018 16:15; 29.06.2018 16:30;19054;18888;1680;1133;8928;7916
29.06.2018 16:30; 29.06.2018 16:45;18102;17944;1757;1209;9115;8074
29.06.2018 16:45; 29.06.2018 17:00;17076;16919;1834;1281;9272;8216
29.06.2018 17:00; 29.06.2018 17:15;15937;15778;1910;1358;9400;8360
29.06.2018 17:15; 29.06.2018 17:30;14690;14549;1985;1453;9504;8517
29.06.2018 17:30; 29.06.2018 17:45;13384;13261;2056;1550;9609;8675
29.06.2018 17:45; 29.06.2018 18:00;12147;12036;2125;1653;9653;8759
29.06.2018 18:00; 29.06.2018 18:15;10785;10684;2188;1751;9702;8826
29.06.2018 18:15; 29.06.2018 18:30;9464;9377;2249;1861;9840;8946
29.06.2018 18:30; 29.06.2018 18:45;8106;8041;2309;1966;9970;9059
29.06.2018 18:45; 29.06.2018 19:00;6766;6717;2369;2070;10095;9164
29.06.2018 19:00; 29.06.2018 19:15;5484;5442;2428;2169;10214;9284
29.06.2018 19:15; 29.06.2018 19:30;4362;4318;2460;2245;10300;9410
29.06.2018 19:30; 29.06.2018 19:45;3395;3359;2496;2319;10378;9537
29.06.2018 19:45; 29.06.2018 20:00;2551;2528;2526;2392;10459;9675
29.06.2018 20:00; 29.06.2018 20:15;1892;1866;2554;2453;10529;9790
29.06.2018 20:15; 29.06.2018 20:30;1346;1318;2556;2449;10556;9928
29.06.2018 20:30; 29.06.2018 20:45;901;874;2566;2448;10572;10063
29.06.2018 20:45; 29.06.2018 21:00;523;510;2567;2445;10610;10217
29.06.2018 21:00; 29.06.2018 21:15;258;253;2560;2428;10672;10334
29.06.2018 21:15; 29.06.2018 21:30;104;101;2522;2394;10839;10564
29.06.2018 21:30; 29.06.2018 21:45;30;31;2480;2357;11005;10796
29.06.2018 21:45; 29.06.2018 22:00;5;6;2441;2319;11188;11072
29.06.2018 22:00; 29.06.2018 22:15;0;0;2396;2275;11262;11325
29.06.2018 22:15; 29.06.2018 22:30;0;0;2335;2239;11431;11578
29.06.2018 22:30; 29.06.2018 22:45;0;0;2275;2199;11596;11839
29.06.2018 22:45; 29.06.2018 23:00;0;0;2209;2163;11719;12041
29.06.2018 23:00; 29.06.2018 23:15;0;0;2147;2123;11775;12182
29.06.2018 23:15; 29.06.2018 23:30;0;0;2070;2070;11621;12037
29.06.2018 23:30; 29.06.2018 23:45;0;0;1991;2017;11471;11886
29.06.2018 23:45; 30.06.2018 00:00;0;0;1921;1964;11293;11703
30.06.2018 00:00; 30.06.2018 00:15;0;0;1710;2200;11574;11916
30.06.2018 00:15; 30.06.2018 00:30;0;0;1653;2129;11383;11852
30.06.2018 00:30; 30.06.2018 00:45;0;0;1593;1988;11191;11715
30.06.2018 00:45; 30.06.2018 01:00;0;0;1535;1888;10993;11552
30.06.2018 01:00; 30.06.2018 01:15;0;0;1472;1780;10821;11390
30.06.2018 01:15; 30.06.2018 01:30;0;0;1423;1628;10646;11085
30.06.2018 01:30; 30.06.2018 01:45;0;0;1362;1503;10480;10962
30.06.2018 01:45; 30.06.2018 02:00;0;0;1302;1433;10315;10854
30.06.2018 02:00; 30.06.2018 02:15;0;0;1241;1342;10130;10723
30.06.2018 02:15; 30.06.2018 02:30;0;0;1174;1221;9935;10755
30.06.2018 02:30; 30.06.2018 02:45;0;0;1104;1184;9740;10694
30.06.2018 02:45; 30.06.2018 03:00;0;0;1035;1120;9573;10725
30.06.2018 03:00; 30.06.2018 03:15;0;0;973;1048;9370;10633
30.06.2018 03:15; 30.06.2018 03:30;0;0;926;921;9209;10574
30.06.2018 03:30; 30.06.2018 03:45;0;0;877;892;9045;10481
30.06.2018 03:45; 30.06.2018 04:00;0;0;831;875;8905;10440
30.06.2018 04:00; 30.06.2018 04:15;0;0;790;878;8761;10366
30.06.2018 04:15; 30.06.2018 04:30;0;0;775;830;8618;10273
30.06.2018 04:30; 30.06.2018 04:45;0;0;760;813;8477;10153
30.06.2018 04:45; 30.06.2018 05:00;7;1;745;775;8335;9979
30.06.2018 05:00; 30.06.2018 05:15;66;42;737;760;8176;9773
30.06.2018 05:15; 30.06.2018 05:30;170;145;747;797;7971;9543
30.06.2018 05:30; 30.06.2018 05:45;331;309;755;805;7770;9275
30.06.2018 05:45; 30.06.2018 06:00;547;562;764;837;7479;8972
30.06.2018 06:00; 30.06.2018 06:15;890;949;775;870;7195;8711
30.06.2018 06:15; 30.06.2018 06:30;1382;1486;783;880;6837;8264
30.06.2018 06:30; 30.06.2018 06:45;2063;2172;791;904;6479;7864
30.06.2018 06:45; 30.06.2018 07:00;2950;3073;795;949;6120;7585
30.06.2018 07:00; 30.06.2018 07:15;4086;4224;801;959;5808;7232
30.06.2018 07:15; 30.06.2018 07:30;5391;5540;807;940;5510;6816
30.06.2018 07:30; 30.06.2018 07:45;6828;6987;810;937;5233;6396
30.06.2018 07:45; 30.06.2018 08:00;8356;8536;814;946;5045;6111
30.06.2018 08:00; 30.06.2018 08:15;9960;10166;809;942;4902;5853
30.06.2018 08:15; 30.06.2018 08:30;11614;11807;795;924;4867;5792
30.06.2018 08:30; 30.06.2018 08:45;13274;13419;777;906;4839;5741
30.06.2018 08:45; 30.06.2018 09:00;14888;15042;760;886;4988;5918
30.06.2018 09:00; 30.06.2018 09:15;16425;16589;738;858;5127;6101
30.06.2018 09:15; 30.06.2018 09:30;17870;18048;707;827;5355;6371
30.06.2018 09:30; 30.06.2018 09:45;19231;19423;675;790;5597;6661
30.06.2018 09:45; 30.06.2018 10:00;20513;20718;645;755;5839;6937
30.06.2018 10:00; 30.06.2018 10:15;21672;21906;614;721;6098;7214
30.06.2018 10:15; 30.06.2018 10:30;22723;22955;584;685;6308;7457
30.06.2018 10:30; 30.06.2018 10:45;23685;23906;557;651;6516;7693
30.06.2018 10:45; 30.06.2018 11:00;24594;24787;527;613;6678;7868
30.06.2018 11:00; 30.06.2018 11:15;25351;25512;501;582;6830;8046
30.06.2018 11:15; 30.06.2018 11:30;25979;26111;481;562;6968;8181
30.06.2018 11:30; 30.06.2018 11:45;26527;26627;467;545;7103;8301
30.06.2018 11:45; 30.06.2018 12:00;26994;27034;446;528;7223;8385
30.06.2018 12:00; 30.06.2018 12:15;27359;27355;433;512;7334;8468
30.06.2018 12:15; 30.06.2018 12:30;27638;27598;423;514;7384;8481
30.06.2018 12:30; 30.06.2018 12:45;27854;27773;418;509;7427;8512
30.06.2018 12:45; 30.06.2018 13:00;27988;27899;409;509;7437;8519
30.06.2018 13:00; 30.06.2018 13:15;28005;27901;409;511;7432;8525
30.06.2018 13:15; 30.06.2018 13:30;27931;27814;410;518;7406;8511
30.06.2018 13:30; 30.06.2018 13:45;27787;27657;413;527;7381;8477
30.06.2018 13:45; 30.06.2018 14:00;27580;27474;418;532;7339;8443
30.06.2018 14:00; 30.06.2018 14:15;27278;27211;423;493;7341;8294
30.06.2018 14:15; 30.06.2018 14:30;26902;26850;431;513;7375;8305
30.06.2018 14:30; 30.06.2018 14:45;26454;26423;440;527;7411;8323
30.06.2018 14:45; 30.06.2018 15:00;25972;25950;452;541;7440;8339
30.06.2018 15:00; 30.06.2018 15:15;25377;25360;463;563;7486;8410
30.06.2018 15:15; 30.06.2018 15:30;24669;24639;487;582;7543;8466
30.06.2018 15:30; 30.06.2018 15:45;23897;23853;512;606;7593;8515
30.06.2018 15:45; 30.06.2018 16:00;23082;23082;537;630;7634;8554
30.06.2018 16:00; 30.06.2018 16:15;22192;22203;567;651;7696;8605
30.06.2018 16:15; 30.06.2018 16:30;21202;21233;612;674;7790;8657
30.06.2018 16:30; 30.06.2018 16:45;20143;20197;658;700;7876;8701
30.06.2018 16:45; 30.06.2018 17:00;19026;19065;706;725;7935;8721
30.06.2018 17:00; 30.06.2018 17:15;17766;17786;763;762;7992;8734
30.06.2018 17:15; 30.06.2018 17:30;16365;16405;839;806;8082;8756
30.06.2018 17:30; 30.06.2018 17:45;14912;14970;919;853;8164;8773
30.06.2018 17:45; 30.06.2018 18:00;13460;13480;1000;903;8257;8801
30.06.2018 18:00; 30.06.2018 18:15;11944;11930;1080;956;8371;8852
30.06.2018 18:15; 30.06.2018 18:30;10394;10359;1182;1026;8526;8979
30.06.2018 18:30; 30.06.2018 18:45;8815;8771;1280;1090;8681;9106
30.06.2018 18:45; 30.06.2018 19:00;7250;7228;1382;1155;8793;9196
30.06.2018 19:00; 30.06.2018 19:15;5800;5796;1482;1226;8921;9289
30.06.2018 19:15; 30.06.2018 19:30;4531;4540;1580;1307;9038;9372
30.06.2018 19:30; 30.06.2018 19:45;3455;3472;1680;1392;9155;9453
30.06.2018 19:45; 30.06.2018 20:00;2585;2601;1779;1476;9254;9516
30.06.2018 20:00; 30.06.2018 20:15;1924;1933;1870;1554;9361;9601
30.06.2018 20:15; 30.06.2018 20:30;1376;1378;1917;1598;9513;9736
30.06.2018 20:30; 30.06.2018 20:45;928;929;1963;1644;9661;9880
30.06.2018 20:45; 30.06.2018 21:00;539;541;2010;1694;9882;10109
30.06.2018 21:00; 30.06.2018 21:15;269;273;2045;1733;10110;10256
30.06.2018 21:15; 30.06.2018 21:30;109;113;2048;1757;10490;10551
30.06.2018 21:30; 30.06.2018 21:45;34;37;2047;1780;10874;10860
30.06.2018 21:45; 30.06.2018 22:00;6;6;2053;1803;11240;11150
30.06.2018 22:00; 30.06.2018 22:15;0;0;2047;1818;11536;11406
30.06.2018 22:15; 30.06.2018 22:30;0;0;2047;1811;11753;11624
30.06.2018 22:30; 30.06.2018 22:45;0;0;2045;1812;11975;11834
30.06.2018 22:45; 30.06.2018 23:00;0;0;2046;1810;12184;12043
30.06.2018 23:00; 30.06.2018 23:15;0;0;2034;1798;12343;12184
30.06.2018 23:15; 30.06.2018 23:30;0;0;2011;1778;12235;12044
30.06.2018 23:30; 30.06.2018 23:45;0;0;1985;1752;12128;11904
30.06.2018 23:45; 01.07.2018 00:00;0;0;1963;1733;12007;11755
01.07.2018 00:00; 01.07.2018 00:15;0;0;1669;2176;11671;14633
01.07.2018 00:15; 01.07.2018 00:30;0;0;1639;2168;11559;14666
01.07.2018 00:30; 01.07.2018 00:45;0;0;1608;2208;11447;14639
01.07.2018 00:45; 01.07.2018 01:00;0;0;1575;2144;11337;14702
01.07.2018 01:00; 01.07.2018 01:15;0;0;1547;2101;11237;14746
01.07.2018 01:15; 01.07.2018 01:30;0;0;1525;2068;11150;14468
01.07.2018 01:30; 01.07.2018 01:45;0;0;1502;1997;11069;14398
01.07.2018 01:45; 01.07.2018 02:00;0;0;1482;1948;10985;14234
01.07.2018 02:00; 01.07.2018 02:15;0;0;1458;2001;10909;14220
01.07.2018 02:15; 01.07.2018 02:30;0;0;1428;2071;10749;13889
01.07.2018 02:30; 01.07.2018 02:45;0;0;1397;1993;10593;13851
01.07.2018 02:45; 01.07.2018 03:00;0;0;1364;1879;10436;13805
01.07.2018 03:00; 01.07.2018 03:15;0;0;1335;1828;10145;13508
01.07.2018 03:15; 01.07.2018 03:30;0;0;1297;1735;9993;13220
01.07.2018 03:30; 01.07.2018 03:45;0;0;1256;1659;9859;12952
01.07.2018 03:45; 01.07.2018 04:00;0;0;1220;1555;9723;12614
01.07.2018 04:00; 01.07.2018 04:15;0;0;1177;1461;9572;12297
01.07.2018 04:15; 01.07.2018 04:30;0;0;1142;1397;9392;12045
01.07.2018 04:30; 01.07.2018 04:45;0;0;1102;1306;9218;11744
01.07.2018 04:45; 01.07.2018 05:00;6;1;1060;1229;9040;11460
01.07.2018 05:00; 01.07.2018 05:15;69;42;1026;1177;8850;11165
01.07.2018 05:15; 01.07.2018 05:30;186;148;1017;1167;8571;10802
01.07.2018 05:30; 01.07.2018 05:45;363;328;1010;1137;8295;10562
01.07.2018 05:45; 01.07.2018 06:00;603;603;1005;1132;7974;10266
01.07.2018 06:00; 01.07.2018 06:15;947;990;996;1145;7672;9968
01.07.2018 06:15; 01.07.2018 06:30;1434;1502;982;1240;7316;9469
01.07.2018 06:30; 01.07.2018 06:45;2123;2202;971;1211;6959;9059
01.07.2018 06:45; 01.07.2018 07:00;3027;3090;953;1208;6546;8681
01.07.2018 07:00; 01.07.2018 07:15;4200;4347;933;1165;6170;8212
01.07.2018 07:15; 01.07.2018 07:30;5558;5722;914;1114;5834;7718
01.07.2018 07:30; 01.07.2018 07:45;7048;7247;896;1080;5520;7187
01.07.2018 07:45; 01.07.2018 08:00;8632;8845;875;1050;5354;6921
01.07.2018 08:00; 01.07.2018 08:15;10307;10593;852;1024;5228;6633
01.07.2018 08:15; 01.07.2018 08:30;12020;12362;824;991;5450;6767
01.07.2018 08:30; 01.07.2018 08:45;13737;14084;802;962;5664;6914
01.07.2018 08:45; 01.07.2018 09:00;15400;15789;777;932;5956;7173
01.07.2018 09:00; 01.07.2018 09:15;16970;17410;750;903;6230;7434
01.07.2018 09:15; 01.07.2018 09:30;18448;18925;726;873;6495;7687
01.07.2018 09:30; 01.07.2018 09:45;19838;20356;704;839;6775;7962
01.07.2018 09:45; 01.07.2018 10:00;21135;21682;682;803;7015;8192
01.07.2018 10:00; 01.07.2018 10:15;22296;22893;656;771;7269;8424
01.07.2018 10:15; 01.07.2018 10:30;23351;23949;642;743;7520;8654
01.07.2018 10:30; 01.07.2018 10:45;24326;24907;626;716;7778;8936
01.07.2018 10:45; 01.07.2018 11:00;25214;25814;611;690;7982;9184
01.07.2018 11:00; 01.07.2018 11:15;25964;26575;597;669;8192;9405
01.07.2018 11:15; 01.07.2018 11:30;26610;27200;590;660;8310;9424
01.07.2018 11:30; 01.07.2018 11:45;27183;27738;589;652;8421;9425
01.07.2018 11:45; 01.07.2018 12:00;27672;28173;586;649;8522;9414
01.07.2018 12:00; 01.07.2018 12:15;28031;28470;587;648;8605;9434
01.07.2018 12:15; 01.07.2018 12:30;28307;28717;596;664;8650;9439
01.07.2018 12:30; 01.07.2018 12:45;28534;28917;610;679;8692;9440
01.07.2018 12:45; 01.07.2018 13:00;28704;29072;620;695;8730;9452
01.07.2018 13:00; 01.07.2018 13:15;28759;29112;630;706;8762;9466
01.07.2018 13:15; 01.07.2018 13:30;28736;29077;647;726;8772;9396
01.07.2018 13:30; 01.07.2018 13:45;28645;28976;665;747;8776;9317
01.07.2018 13:45; 01.07.2018 14:00;28490;28852;676;762;8782;9272
01.07.2018 14:00; 01.07.2018 14:15;28207;28606;693;614;8782;9142
01.07.2018 14:15; 01.07.2018 14:30;27849;28281;699;624;8769;9082
01.07.2018 14:30; 01.07.2018 14:45;27410;27881;708;633;8760;9024
01.07.2018 14:45; 01.07.2018 15:00;26900;27379;719;644;8741;8960
01.07.2018 15:00; 01.07.2018 15:15;26286;26765;733;659;8704;8915
01.07.2018 15:15; 01.07.2018 15:30;25583;26067;744;669;8695;8896
01.07.2018 15:30; 01.07.2018 15:45;24815;25294;751;687;8684;8866
01.07.2018 15:45; 01.07.2018 16:00;23970;24409;761;700;8665;8833
01.07.2018 16:00; 01.07.2018 16:15;23047;23432;775;715;8657;8817
01.07.2018 16:15; 01.07.2018 16:30;22019;22383;788;741;8647;8805
01.07.2018 16:30; 01.07.2018 16:45;20905;21258;801;767;8634;8790
01.07.2018 16:45; 01.07.2018 17:00;19702;20062;817;792;8609;8767
01.07.2018 17:00; 01.07.2018 17:15;18382;18731;830;815;8608;8756
01.07.2018 17:15; 01.07.2018 17:30;16943;17287;851;830;8644;8734
01.07.2018 17:30; 01.07.2018 17:45;15438;15770;875;841;8678;8716
01.07.2018 17:45; 01.07.2018 18:00;13866;14197;903;857;8704;8695
01.07.2018 18:00; 01.07.2018 18:15;12251;12567;933;874;8748;8689
01.07.2018 18:15; 01.07.2018 18:30;10625;10924;966;895;8773;8715
01.07.2018 18:30; 01.07.2018 18:45;8977;9251;1000;920;8789;8726
01.07.2018 18:45; 01.07.2018 19:00;7372;7626;1033;943;8770;8702
01.07.2018 19:00; 01.07.2018 19:15;5879;6104;1072;967;8759;8687
01.07.2018 19:15; 01.07.2018 19:30;4579;4740;1116;1003;8693;8608
01.07.2018 19:30; 01.07.2018 19:45;3487;3598;1157;1039;8633;8529
01.07.2018 19:45; 01.07.2018 20:00;2620;2676;1201;1074;8545;8431
01.07.2018 20:00; 01.07.2018 20:15;1965;1980;1242;1115;8491;8368
01.07.2018 20:15; 01.07.2018 20:30;1415;1394;1287;1170;8596;8478
01.07.2018 20:30; 01.07.2018 20:45;970;927;1331;1230;8708;8586
01.07.2018 20:45; 01.07.2018 21:00;580;543;1371;1291;8904;8763
01.07.2018 21:00; 01.07.2018 21:15;295;274;1412;1346;9092;8888
01.07.2018 21:15; 01.07.2018 21:30;130;112;1449;1393;9364;9169
01.07.2018 21:30; 01.07.2018 21:45;39;34;1484;1434;9638;9451
01.07.2018 21:45; 01.07.2018 22:00;8;6;1519;1472;9850;9658
01.07.2018 22:00; 01.07.2018 22:15;0;0;1553;1512;9991;9805
01.07.2018 22:15; 01.07.2018 22:30;0;0;1577;1520;10056;9939
01.07.2018 22:30; 01.07.2018 22:45;0;0;1605;1531;10116;10072
01.07.2018 22:45; 01.07.2018 23:00;0;0;1632;1543;10167;10201
01.07.2018 23:00; 01.07.2018 23:15;0;0;1652;1543;10169;10288
01.07.2018 23:15; 01.07.2018 23:30;0;0;1616;1509;9989;10138
01.07.2018 23:30; 01.07.2018 23:45;0;0;1578;1470;9818;9994
01.07.2018 23:45; 02.07.2018 00:00;0;0;1544;1436;9641;9844
02.07.2018 00:00; 02.07.2018 00:15;0;0;1318;1613;11016;12063
02.07.2018 00:15; 02.07.2018 00:30;0;0;1258;1507;10864;11928
02.07.2018 00:30; 02.07.2018 00:45;0;0;1195;1409;10712;11780
02.07.2018 00:45; 02.07.2018 01:00;0;0;1139;1329;10534;11681
02.07.2018 01:00; 02.07.2018 01:15;0;0;1082;1217;10331;11576
02.07.2018 01:15; 02.07.2018 01:30;0;0;1030;1158;10085;11294
02.07.2018 01:30; 02.07.2018 01:45;0;0;976;1127;9849;11037
02.07.2018 01:45; 02.07.2018 02:00;0;0;923;1067;9611;10661
02.07.2018 02:00; 02.07.2018 02:15;0;0;871;1094;9391;10463
02.07.2018 02:15; 02.07.2018 02:30;0;0;819;1104;9132;10319
02.07.2018 02:30; 02.07.2018 02:45;0;0;769;1068;8872;10274
02.07.2018 02:45; 02.07.2018 03:00;0;0;715;1033;8671;10072
02.07.2018 03:00; 02.07.2018 03:15;0;0;660;1015;8344;9845
02.07.2018 03:15; 02.07.2018 03:30;0;0;613;1043;8128;9591
02.07.2018 03:30; 02.07.2018 03:45;0;0;563;974;7913;9442
02.07.2018 03:45; 02.07.2018 04:00;0;0;516;900;7711;9181
02.07.2018 04:00; 02.07.2018 04:15;0;0;473;833;7511;8885
02.07.2018 04:15; 02.07.2018 04:30;0;0;436;715;7327;8661
02.07.2018 04:30; 02.07.2018 04:45;0;0;403;657;7140;8515
02.07.2018 04:45; 02.07.2018 05:00;5;0;368;616;6922;8223
02.07.2018 05:00; 02.07.2018 05:15;58;38;334;564;6709;7954
02.07.2018 05:15; 02.07.2018 05:30;177;142;311;532;6488;7643
02.07.2018 05:30; 02.07.2018 05:45;351;314;287;513;6261;7316
02.07.2018 05:45; 02.07.2018 06:00;632;583;263;483;5969;7025
02.07.2018 06:00; 02.07.2018 06:15;1036;969;241;457;5689;6817
02.07.2018 06:15; 02.07.2018 06:30;1547;1488;223;418;5319;6317
02.07.2018 06:30; 02.07.2018 06:45;2282;2192;202;402;4953;5769
02.07.2018 06:45; 02.07.2018 07:00;3218;3141;187;380;4469;5232
02.07.2018 07:00; 02.07.2018 07:15;4397;4331;173;361;4013;4720
02.07.2018 07:15; 02.07.2018 07:30;5808;5716;161;336;3630;4239
02.07.2018 07:30; 02.07.2018 07:45;7345;7250;148;321;3277;3727
02.07.2018 07:45; 02.07.2018 08:00;8946;8895;136;311;3000;3358
02.07.2018 08:00; 02.07.2018 08:15;10619;10599;128;301;2784;2997
02.07.2018 08:15; 02.07.2018 08:30;12401;12321;119;282;2770;2920
02.07.2018 08:30; 02.07.2018 08:45;14191;14082;111;264;2758;2864
02.07.2018 08:45; 02.07.2018 09:00;15904;15807;107;249;2767;2884
02.07.2018 09:00; 02.07.2018 09:15;17519;17443;98;234;2778;2888
02.07.2018 09:15; 02.07.2018 09:30;19007;18913;94;219;2823;2968
02.07.2018 09:30; 02.07.2018 09:45;20408;20295;93;208;2870;3042
02.07.2018 09:45; 02.07.2018 10:00;21750;21710;92;196;2931;3086
02.07.2018 10:00; 02.07.2018 10:15;22952;23022;91;187;3005;3154
02.07.2018 10:15; 02.07.2018 10:30;24040;24117;89;178;3069;3203
02.07.2018 10:30; 02.07.2018 10:45;25036;25107;90;172;3135;3259
02.07.2018 10:45; 02.07.2018 11:00;25920;25995;87;164;3190;3294
02.07.2018 11:00; 02.07.2018 11:15;26654;26730;85;157;3207;3295
02.07.2018 11:15; 02.07.2018 11:30;27279;27406;86;157;3221;3319
02.07.2018 11:30; 02.07.2018 11:45;27823;27991;88;156;3228;3330
02.07.2018 11:45; 02.07.2018 12:00;28308;28464;91;154;3243;3332
02.07.2018 12:00; 02.07.2018 12:15;28659;28818;99;156;3255;3344
02.07.2018 12:15; 02.07.2018 12:30;28932;29099;102;153;3267;3336
02.07.2018 12:30; 02.07.2018 12:45;29131;29300;107;150;3274;3323
02.07.2018 12:45; 02.07.2018 13:00;29254;29491;110;145;3297;3350
02.07.2018 13:00; 02.07.2018 13:15;29260;29562;118;143;3318;3366
02.07.2018 13:15; 02.07.2018 13:30;29226;29552;124;141;3368;3396
02.07.2018 13:30; 02.07.2018 13:45;29116;29456;133;139;3415;3425
02.07.2018 13:45; 02.07.2018 14:00;28950;29321;139;141;3464;3462
02.07.2018 14:00; 02.07.2018 14:15;28663;29086;152;129;3519;3675
02.07.2018 14:15; 02.07.2018 14:30;28310;28713;162;137;3593;3736
02.07.2018 14:30; 02.07.2018 14:45;27894;28271;169;145;3675;3798
02.07.2018 14:45; 02.07.2018 15:00;27411;27766;182;153;3749;3866
02.07.2018 15:00; 02.07.2018 15:15;26820;27152;197;166;3855;4030
02.07.2018 15:15; 02.07.2018 15:30;26126;26474;219;181;3986;4177
02.07.2018 15:30; 02.07.2018 15:45;25353;25714;241;196;4116;4327
02.07.2018 15:45; 02.07.2018 16:00;24522;24859;263;213;4252;4475
02.07.2018 16:00; 02.07.2018 16:15;23583;23863;288;234;4388;4620
02.07.2018 16:15; 02.07.2018 16:30;22541;22775;319;255;4520;4774
02.07.2018 16:30; 02.07.2018 16:45;21419;21614;349;282;4646;4928
02.07.2018 16:45; 02.07.2018 17:00;20158;20407;383;306;4767;5084
02.07.2018 17:00; 02.07.2018 17:15;18776;19057;413;331;4871;5201
02.07.2018 17:15; 02.07.2018 17:30;17356;17559;452;365;4942;5270
02.07.2018 17:30; 02.07.2018 17:45;15856;15981;495;398;5010;5337
02.07.2018 17:45; 02.07.2018 18:00;14209;14363;537;429;5071;5389
02.07.2018 18:00; 02.07.2018 18:15;12527;12691;578;463;5122;5430
