Begin;End;Solar Day Ahead;Solar Intraday ;Offshore Day Ahead;Offshore Intraday ;Onshore Day Ahead;Onshore Intraday 
04.01.2018 16:30; 04.01.2018 16:45;21;4;473;5099;12961;4298
04.01.2018 16:45; 04.01.2018 17:00;11;1;464;5049;13035;4388
04.01.2018 17:00; 04.01.2018 17:15;8;0;457;5030;13217;4563
04.01.2018 17:15; 04.01.2018 17:30;8;0;443;5103;13496;4804
04.01.2018 17:30; 04.01.2018 17:45;8;0;431;5199;13773;5032
04.01.2018 17:45; 04.01.2018 18:00;8;0;419;5299;14051;5262
04.01.2018 18:00; 04.01.2018 18:15;8;0;408;5412;14298;5496
04.01.2018 18:15; 04.01.2018 18:30;8;0;406;5531;14572;5735
04.01.2018 18:30; 04.01.2018 18:45;8;0;407;5685;14850;5976
04.01.2018 18:45; 04.01.2018 19:00;8;0;411;5875;15105;6214
04.01.2018 19:00; 04.01.2018 19:15;0;0;415;6043;15340;6396
04.01.2018 19:15; 04.01.2018 19:30;0;0;426;6266;15570;6532
04.01.2018 19:30; 04.01.2018 19:45;0;0;437;6421;15810;6674
04.01.2018 19:45; 04.01.2018 20:00;0;0;449;6626;16053;6809
04.01.2018 20:00; 04.01.2018 20:15;0;0;469;6788;16370;7019
04.01.2018 20:15; 04.01.2018 20:30;0;0;505;7078;16749;7311
04.01.2018 20:30; 04.01.2018 20:45;0;0;542;7303;17119;7606
04.01.2018 20:45; 04.01.2018 21:00;0;0;580;7575;17487;7897
04.01.2018 21:00; 04.01.2018 21:15;0;0;601;7868;17888;8244
04.01.2018 21:15; 04.01.2018 21:30;0;0;629;8025;18356;8656
04.01.2018 21:30; 04.01.2018 21:45;0;0;657;8300;18843;9057
04.01.2018 21:45; 04.01.2018 22:00;0;0;678;8550;19326;9456
04.01.2018 22:00; 04.01.2018 22:15;0;0;705;8778;19770;9818
04.01.2018 22:15; 04.01.2018 22:30;0;0;747;9068;20136;10136
04.01.2018 22:30; 04.01.2018 22:45;0;0;782;9370;20506;10452
04.01.2018 22:45; 04.01.2018 23:00;0;0;824;9678;20854;10775
04.01.2018 23:00; 04.01.2018 23:15;0;0;884;10042;21264;11142
04.01.2018 23:15; 04.01.2018 23:30;0;0;934;10518;21859;11521
04.01.2018 23:30; 04.01.2018 23:45;0;0;983;11017;22493;11897
04.01.2018 23:45; 05.01.2018 00:00;0;0;1038;11515;23119;12280
05.01.2018 00:00; 05.01.2018 00:15;0;0;2028;11389;31886;12610
05.01.2018 00:15; 05.01.2018 00:30;0;0;2085;12165;32274;12880
05.01.2018 00:30; 05.01.2018 00:45;0;0;2149;12605;32672;13144
05.01.2018 00:45; 05.01.2018 01:00;0;0;2212;12985;33086;13408
05.01.2018 01:00; 05.01.2018 01:15;0;0;2239;13629;33408;15011
05.01.2018 01:15; 05.01.2018 01:30;0;0;2238;14050;33626;15387
05.01.2018 01:30; 05.01.2018 01:45;0;0;2234;14414;33848;15290
05.01.2018 01:45; 05.01.2018 02:00;0;0;2233;14737;34035;15534
05.01.2018 02:00; 05.01.2018 02:15;0;0;2214;14400;34109;15556
05.01.2018 02:15; 05.01.2018 02:30;0;0;2176;14687;34124;15578
05.01.2018 02:30; 05.01.2018 02:45;0;0;2130;14680;34140;15541
05.01.2018 02:45; 05.01.2018 03:00;0;0;2086;14907;34123;15625
05.01.2018 03:00; 05.01.2018 03:15;0;0;2048;14992;34069;15779
05.01.2018 03:15; 05.01.2018 03:30;0;0;2016;14876;33874;15527
05.01.2018 03:30; 05.01.2018 03:45;0;0;1990;14907;33663;15305
05.01.2018 03:45; 05.01.2018 04:00;0;0;1957;14957;33431;15212
05.01.2018 04:00; 05.01.2018 04:15;0;0;1912;14916;33193;15092
05.01.2018 04:15; 05.01.2018 04:30;0;0;1863;14807;33057;14915
05.01.2018 04:30; 05.01.2018 04:45;0;0;1812;14807;32917;14773
05.01.2018 04:45; 05.01.2018 05:00;0;0;1751;14789;32726;14624
05.01.2018 05:00; 05.01.2018 05:15;0;0;1672;14719;32488;14499
05.01.2018 05:15; 05.01.2018 05:30;0;0;1559;14602;32261;14337
05.01.2018 05:30; 05.01.2018 05:45;0;0;1450;14335;32019;14198
05.01.2018 05:45; 05.01.2018 06:00;0;0;1346;14099;31726;14075
05.01.2018 06:00; 05.01.2018 06:15;0;0;1252;13799;31444;13913
05.01.2018 06:15; 05.01.2018 06:30;0;0;1185;13684;31159;13763
05.01.2018 06:30; 05.01.2018 06:45;0;0;1118;13561;30864;13587
05.01.2018 06:45; 05.01.2018 07:00;0;0;1060;13436;30532;13413
05.01.2018 07:00; 05.01.2018 07:15;8;0;993;13330;30221;13258
05.01.2018 07:15; 05.01.2018 07:30;8;0;940;13053;29803;13050
05.01.2018 07:30; 05.01.2018 07:45;8;0;878;12878;29399;12864
05.01.2018 07:45; 05.01.2018 08:00;8;0;823;12663;28991;12632
05.01.2018 08:00; 05.01.2018 08:15;19;12;774;12444;28548;12377
05.01.2018 08:15; 05.01.2018 08:30;54;46;722;12090;28107;12094
05.01.2018 08:30; 05.01.2018 08:45;152;127;674;11879;27682;11746
05.01.2018 08:45; 05.01.2018 09:00;292;224;630;11752;27238;11425
05.01.2018 09:00; 05.01.2018 09:15;492;340;588;11595;26836;11125
05.01.2018 09:15; 05.01.2018 09:30;741;496;558;11499;26464;10841
05.01.2018 09:30; 05.01.2018 09:45;1029;668;524;11345;26078;10553
05.01.2018 09:45; 05.01.2018 10:00;1339;853;490;11208;25681;10252
05.01.2018 10:00; 05.01.2018 10:15;1647;1029;458;11095;25272;9435
05.01.2018 10:15; 05.01.2018 10:30;1928;1199;434;10991;24890;9176
05.01.2018 10:30; 05.01.2018 10:45;2183;1343;415;10936;24503;8926
05.01.2018 10:45; 05.01.2018 11:00;2412;1458;393;10893;24124;8665
05.01.2018 11:00; 05.01.2018 11:15;2612;1554;376;10834;23701;8428
05.01.2018 11:15; 05.01.2018 11:30;2753;1614;360;10753;23282;8194
05.01.2018 11:30; 05.01.2018 11:45;2851;1632;342;10655;22843;7959
05.01.2018 11:45; 05.01.2018 12:00;2907;1620;332;10573;22399;7724
05.01.2018 12:00; 05.01.2018 12:15;2933;1579;326;10482;21997;7452
05.01.2018 12:15; 05.01.2018 12:30;2909;1499;336;10344;21592;7141
05.01.2018 12:30; 05.01.2018 12:45;2864;1408;346;10196;21184;6835
05.01.2018 12:45; 05.01.2018 13:00;2799;1315;359;10020;20776;6530
05.01.2018 13:00; 05.01.2018 13:15;2711;1213;368;9829;20386;6214
05.01.2018 13:15; 05.01.2018 13:30;2575;1111;388;9531;19980;5912
05.01.2018 13:30; 05.01.2018 13:45;2398;1012;408;9303;19570;5610
05.01.2018 13:45; 05.01.2018 14:00;2188;898;429;9065;19135;5296
05.01.2018 14:00; 05.01.2018 14:15;1961;789;449;8855;18688;5055
05.01.2018 14:15; 05.01.2018 14:30;1720;684;453;8445;18103;4878
05.01.2018 14:30; 05.01.2018 14:45;1465;576;456;8054;17527;4706
05.01.2018 14:45; 05.01.2018 15:00;1199;469;460;7637;16920;4531
05.01.2018 15:00; 05.01.2018 15:15;934;365;466;7253;16366;4374
05.01.2018 15:15; 05.01.2018 15:30;695;270;466;6930;15914;4242
05.01.2018 15:30; 05.01.2018 15:45;480;184;467;6530;15453;4108
05.01.2018 15:45; 05.01.2018 16:00;294;112;470;6181;15016;3966
05.01.2018 16:00; 05.01.2018 16:15;137;53;474;5859;14666;3845
05.01.2018 16:15; 05.01.2018 16:30;60;22;483;5515;14384;3825
05.01.2018 16:30; 05.01.2018 16:45;30;9;493;5275;14095;3798
05.01.2018 16:45; 05.01.2018 17:00;12;3;504;5072;13885;3770
05.01.2018 17:00; 05.01.2018 17:15;9;0;514;4887;13723;3783
05.01.2018 17:15; 05.01.2018 17:30;9;0;521;4883;13634;3852
05.01.2018 17:30; 05.01.2018 17:45;9;0;528;4770;13543;3916
05.01.2018 17:45; 05.01.2018 18:00;8;0;532;4660;13473;3987
05.01.2018 18:00; 05.01.2018 18:15;8;0;536;4613;13416;4078
05.01.2018 18:15; 05.01.2018 18:30;8;0;550;4580;13378;4174
05.01.2018 18:30; 05.01.2018 18:45;8;0;563;4573;13343;4270
05.01.2018 18:45; 05.01.2018 19:00;8;0;574;4612;13326;4366
05.01.2018 19:00; 05.01.2018 19:15;0;0;588;4648;13293;4460
05.01.2018 19:15; 05.01.2018 19:30;0;0;580;4789;13216;4570
05.01.2018 19:30; 05.01.2018 19:45;0;0;574;4806;13144;4675
05.01.2018 19:45; 05.01.2018 20:00;0;0;571;4868;13071;4780
05.01.2018 20:00; 05.01.2018 20:15;0;0;575;4934;12976;4874
05.01.2018 20:15; 05.01.2018 20:30;0;0;597;5071;12900;4968
05.01.2018 20:30; 05.01.2018 20:45;0;0;621;4994;12821;5058
05.01.2018 20:45; 05.01.2018 21:00;0;0;640;4922;12721;5144
05.01.2018 21:00; 05.01.2018 21:15;0;0;660;4817;12614;5224
05.01.2018 21:15; 05.01.2018 21:30;0;0;668;4738;12523;5291
05.01.2018 21:30; 05.01.2018 21:45;0;0;674;4697;12431;5354
05.01.2018 21:45; 05.01.2018 22:00;0;0;678;4673;12338;5424
05.01.2018 22:00; 05.01.2018 22:15;0;0;682;4695;12248;5465
05.01.2018 22:15; 05.01.2018 22:30;0;0;678;4729;12136;5460
05.01.2018 22:30; 05.01.2018 22:45;0;0;674;4753;12021;5455
05.01.2018 22:45; 05.01.2018 23:00;0;0;670;4793;11889;5447
05.01.2018 23:00; 05.01.2018 23:15;0;0;666;4830;11718;5425
05.01.2018 23:15; 05.01.2018 23:30;0;0;651;4868;11457;5399
05.01.2018 23:30; 05.01.2018 23:45;0;0;636;4915;11201;5374
05.01.2018 23:45; 06.01.2018 00:00;0;0;625;4981;10957;5345
06.01.2018 00:00; 06.01.2018 00:15;0;0;468;4764;12325;5432
06.01.2018 00:15; 06.01.2018 00:30;0;0;491;4735;12327;5401
06.01.2018 00:30; 06.01.2018 00:45;0;0;518;4770;12337;5377
06.01.2018 00:45; 06.01.2018 01:00;0;0;538;4822;12356;5355
06.01.2018 01:00; 06.01.2018 01:15;0;0;565;5162;12319;4942
06.01.2018 01:15; 06.01.2018 01:30;0;0;595;5094;12248;4955
06.01.2018 01:30; 06.01.2018 01:45;0;0;631;5077;12168;4922
06.01.2018 01:45; 06.01.2018 02:00;0;0;661;5058;12089;4886
06.01.2018 02:00; 06.01.2018 02:15;0;0;683;5002;12076;4986
06.01.2018 02:15; 06.01.2018 02:30;0;0;681;4886;11925;5034
06.01.2018 02:30; 06.01.2018 02:45;0;0;678;4905;11772;4957
06.01.2018 02:45; 06.01.2018 03:00;0;0;680;4935;11617;4997
06.01.2018 03:00; 06.01.2018 03:15;0;0;680;4801;11472;4950
06.01.2018 03:15; 06.01.2018 03:30;0;0;679;4796;11314;4956
06.01.2018 03:30; 06.01.2018 03:45;0;0;675;4763;11166;4983
06.01.2018 03:45; 06.01.2018 04:00;0;0;671;4730;11021;5035
06.01.2018 04:00; 06.01.2018 04:15;0;0;672;4687;10855;4989
06.01.2018 04:15; 06.01.2018 04:30;0;0;676;4615;10671;4959
06.01.2018 04:30; 06.01.2018 04:45;0;0;681;4502;10483;4919
06.01.2018 04:45; 06.01.2018 05:00;0;0;689;4366;10289;4892
06.01.2018 05:00; 06.01.2018 05:15;0;0;708;4261;10129;4863
06.01.2018 05:15; 06.01.2018 05:30;0;0;725;4033;9963;4819
06.01.2018 05:30; 06.01.2018 05:45;0;0;744;3954;9800;4755
06.01.2018 05:45; 06.01.2018 06:00;0;0;760;3887;9645;4694
06.01.2018 06:00; 06.01.2018 06:15;0;0;766;3836;9465;4623
06.01.2018 06:15; 06.01.2018 06:30;0;0;760;3821;9251;4555
06.01.2018 06:30; 06.01.2018 06:45;0;0;754;3757;9034;4462
06.01.2018 06:45; 06.01.2018 07:00;0;0;750;3668;8820;4384
06.01.2018 07:00; 06.01.2018 07:15;8;0;751;3612;8640;4293
06.01.2018 07:15; 06.01.2018 07:30;8;0;758;3616;8480;4204
06.01.2018 07:30; 06.01.2018 07:45;8;0;768;3577;8313;4097
06.01.2018 07:45; 06.01.2018 08:00;9;0;779;3546;8147;3993
06.01.2018 08:00; 06.01.2018 08:15;23;13;794;3627;7973;3904
06.01.2018 08:15; 06.01.2018 08:30;87;49;799;3622;7796;3786
06.01.2018 08:30; 06.01.2018 08:45;279;145;805;3568;7628;3655
06.01.2018 08:45; 06.01.2018 09:00;567;263;812;3573;7456;3513
06.01.2018 09:00; 06.01.2018 09:15;948;422;822;3483;7256;3380
06.01.2018 09:15; 06.01.2018 09:30;1413;621;828;3441;7016;3234
06.01.2018 09:30; 06.01.2018 09:45;1936;855;841;3338;6764;3080
06.01.2018 09:45; 06.01.2018 10:00;2476;1101;850;3263;6526;2925
06.01.2018 10:00; 06.01.2018 10:15;3006;1351;860;3217;6268;2698
06.01.2018 10:15; 06.01.2018 10:30;3520;1612;869;3021;5972;2542
06.01.2018 10:30; 06.01.2018 10:45;4011;1872;879;2918;5687;2383
06.01.2018 10:45; 06.01.2018 11:00;4464;2110;887;2805;5416;2225
06.01.2018 11:00; 06.01.2018 11:15;4858;2322;892;2699;5175;2079
06.01.2018 11:15; 06.01.2018 11:30;5178;2504;889;2488;4972;1969
06.01.2018 11:30; 06.01.2018 11:45;5423;2649;886;2395;4777;1860
06.01.2018 11:45; 06.01.2018 12:00;5598;2760;882;2294;4578;1753
06.01.2018 12:00; 06.01.2018 12:15;5704;2839;881;2187;4402;1680
06.01.2018 12:15; 06.01.2018 12:30;5703;2860;887;1998;4238;1641
06.01.2018 12:30; 06.01.2018 12:45;5631;2846;887;1941;4080;1604
06.01.2018 12:45; 06.01.2018 13:00;5518;2814;888;1901;3933;1568
06.01.2018 13:00; 06.01.2018 13:15;5342;2758;898;1796;3788;1525
06.01.2018 13:15; 06.01.2018 13:30;5092;2662;919;1668;3692;1495
06.01.2018 13:30; 06.01.2018 13:45;4790;2543;940;1607;3587;1466
06.01.2018 13:45; 06.01.2018 14:00;4438;2393;960;1569;3487;1439
06.01.2018 14:00; 06.01.2018 14:15;4040;2223;972;1600;3410;1411
06.01.2018 14:15; 06.01.2018 14:30;3594;2019;970;1584;3343;1399
06.01.2018 14:30; 06.01.2018 14:45;3114;1785;972;1528;3284;1384
06.01.2018 14:45; 06.01.2018 15:00;2603;1526;970;1430;3241;1369
06.01.2018 15:00; 06.01.2018 15:15;2091;1254;971;1424;3212;1370
06.01.2018 15:15; 06.01.2018 15:30;1595;982;982;1446;3233;1405
06.01.2018 15:30; 06.01.2018 15:45;1139;713;999;1475;3244;1442
06.01.2018 15:45; 06.01.2018 16:00;691;429;1011;1432;3256;1478
06.01.2018 16:00; 06.01.2018 16:15;324;191;1027;1413;3283;1552
06.01.2018 16:15; 06.01.2018 16:30;132;67;1044;1534;3372;1678
06.01.2018 16:30; 06.01.2018 16:45;55;26;1062;1608;3470;1798
06.01.2018 16:45; 06.01.2018 17:00;19;6;1073;1738;3580;1923
06.01.2018 17:00; 06.01.2018 17:15;8;0;1099;1910;3696;2061
06.01.2018 17:15; 06.01.2018 17:30;8;0;1126;2175;3832;2230
06.01.2018 17:30; 06.01.2018 17:45;8;0;1154;2353;3975;2398
06.01.2018 17:45; 06.01.2018 18:00;8;0;1185;2487;4109;2559
06.01.2018 18:00; 06.01.2018 18:15;8;0;1213;2592;4263;2732
06.01.2018 18:15; 06.01.2018 18:30;8;0;1249;2913;4433;2915
06.01.2018 18:30; 06.01.2018 18:45;8;0;1281;3059;4614;3104
06.01.2018 18:45; 06.01.2018 19:00;8;0;1316;3153;4780;3294
06.01.2018 19:00; 06.01.2018 19:15;0;0;1354;3236;4931;3467
06.01.2018 19:15; 06.01.2018 19:30;0;0;1384;3441;5087;3579
06.01.2018 19:30; 06.01.2018 19:45;0;0;1413;3550;5240;3689
06.01.2018 19:45; 06.01.2018 20:00;0;0;1447;3643;5383;3802
06.01.2018 20:00; 06.01.2018 20:15;0;0;1468;3817;5539;3896
06.01.2018 20:15; 06.01.2018 20:30;0;0;1500;3866;5699;4003
06.01.2018 20:30; 06.01.2018 20:45;0;0;1530;4013;5865;4105
06.01.2018 20:45; 06.01.2018 21:00;0;0;1559;4181;6036;4203
06.01.2018 21:00; 06.01.2018 21:15;0;0;1595;4316;6190;4295
06.01.2018 21:15; 06.01.2018 21:30;0;0;1633;4580;6327;4379
06.01.2018 21:30; 06.01.2018 21:45;0;0;1674;4720;6469;4461
06.01.2018 21:45; 06.01.2018 22:00;0;0;1712;4858;6610;4541
06.01.2018 22:00; 06.01.2018 22:15;0;0;1751;4923;6744;4613
06.01.2018 22:15; 06.01.2018 22:30;0;0;1793;4956;6895;4659
06.01.2018 22:30; 06.01.2018 22:45;0;0;1834;4997;7053;4705
06.01.2018 22:45; 06.01.2018 23:00;0;0;1877;5043;7214;4743
06.01.2018 23:00; 06.01.2018 23:15;0;0;1906;5078;7395;4781
06.01.2018 23:15; 06.01.2018 23:30;0;0;1910;5096;7593;4817
06.01.2018 23:30; 06.01.2018 23:45;0;0;1915;5110;7804;4853
06.01.2018 23:45; 07.01.2018 00:00;0;0;1926;5131;8026;4894
07.01.2018 00:00; 07.01.2018 00:15;0;0;1952;5774;9158;4922
07.01.2018 00:15; 07.01.2018 00:30;0;0;1935;5809;9333;4990
07.01.2018 00:30; 07.01.2018 00:45;0;0;1918;5817;9526;5052
07.01.2018 00:45; 07.01.2018 01:00;0;0;1900;5809;9729;5120
07.01.2018 01:00; 07.01.2018 01:15;0;0;1884;5926;9888;4706
07.01.2018 01:15; 07.01.2018 01:30;0;0;1876;6025;10077;4922
07.01.2018 01:30; 07.01.2018 01:45;0;0;1862;6050;10280;4947
07.01.2018 01:45; 07.01.2018 02:00;0;0;1851;6037;10483;5082
07.01.2018 02:00; 07.01.2018 02:15;0;0;1837;6038;10721;5146
07.01.2018 02:15; 07.01.2018 02:30;0;0;1814;6106;10860;5263
07.01.2018 02:30; 07.01.2018 02:45;0;0;1796;6124;11004;5557
07.01.2018 02:45; 07.01.2018 03:00;0;0;1775;6139;11153;5693
07.01.2018 03:00; 07.01.2018 03:15;0;0;1761;6189;11292;5739
07.01.2018 03:15; 07.01.2018 03:30;0;0;1731;6227;11421;5730
07.01.2018 03:30; 07.01.2018 03:45;0;0;1708;6223;11548;5722
07.01.2018 03:45; 07.01.2018 04:00;0;0;1681;6180;11680;5647
07.01.2018 04:00; 07.01.2018 04:15;0;0;1648;6148;11805;5653
07.01.2018 04:15; 07.01.2018 04:30;0;0;1608;6021;11900;5660
07.01.2018 04:30; 07.01.2018 04:45;0;0;1568;5931;11998;5651
07.01.2018 04:45; 07.01.2018 05:00;0;0;1526;5849;12094;5649
07.01.2018 05:00; 07.01.2018 05:15;0;0;1489;5748;12191;5658
07.01.2018 05:15; 07.01.2018 05:30;0;0;1453;5642;12270;5666
07.01.2018 05:30; 07.01.2018 05:45;0;0;1418;5567;12347;5693
07.01.2018 05:45; 07.01.2018 06:00;0;0;1377;5512;12436;5680
07.01.2018 06:00; 07.01.2018 06:15;0;0;1343;5488;12504;5684
07.01.2018 06:15; 07.01.2018 06:30;0;0;1308;5378;12565;5710
07.01.2018 06:30; 07.01.2018 06:45;0;0;1272;5370;12632;5735
07.01.2018 06:45; 07.01.2018 07:00;0;0;1234;5315;12701;5739
07.01.2018 07:00; 07.01.2018 07:15;8;0;1199;5289;12781;5772
07.01.2018 07:15; 07.01.2018 07:30;8;0;1165;5235;12838;5777
07.01.2018 07:30; 07.01.2018 07:45;8;0;1130;5222;12899;5782
07.01.2018 07:45; 07.01.2018 08:00;8;0;1095;5223;12960;5802
07.01.2018 08:00; 07.01.2018 08:15;21;13;1063;5257;13005;5814
07.01.2018 08:15; 07.01.2018 08:30;67;49;1035;5251;13066;5834
07.01.2018 08:30; 07.01.2018 08:45;192;131;1007;5281;13126;5862
07.01.2018 08:45; 07.01.2018 09:00;382;236;980;5295;13196;5861
07.01.2018 09:00; 07.01.2018 09:15;679;398;953;5272;13253;5886
07.01.2018 09:15; 07.01.2018 09:30;1072;627;929;5199;13270;5870
07.01.2018 09:30; 07.01.2018 09:45;1519;885;905;5156;13303;5846
07.01.2018 09:45; 07.01.2018 10:00;1990;1156;876;5118;13335;5851
07.01.2018 10:00; 07.01.2018 10:15;2461;1430;852;5062;13338;5933
07.01.2018 10:15; 07.01.2018 10:30;2924;1701;828;4982;13289;5901
07.01.2018 10:30; 07.01.2018 10:45;3374;1960;804;4920;13249;5870
07.01.2018 10:45; 07.01.2018 11:00;3777;2193;783;4852;13209;5844
07.01.2018 11:00; 07.01.2018 11:15;4137;2398;758;4789;13192;5816
07.01.2018 11:15; 07.01.2018 11:30;4450;2564;742;4664;13195;5805
07.01.2018 11:30; 07.01.2018 11:45;4713;2696;719;4602;13223;5797
07.01.2018 11:45; 07.01.2018 12:00;4911;2798;698;4559;13248;5788
07.01.2018 12:00; 07.01.2018 12:15;5048;2868;676;4521;13258;5778
07.01.2018 12:15; 07.01.2018 12:30;5088;2883;653;4476;13250;5759
07.01.2018 12:30; 07.01.2018 12:45;5075;2872;634;4441;13232;5739
07.01.2018 12:45; 07.01.2018 13:00;5019;2841;615;4405;13214;5719
07.01.2018 13:00; 07.01.2018 13:15;4902;2777;596;4393;13230;5724
07.01.2018 13:15; 07.01.2018 13:30;4721;2673;582;4415;13302;5771
07.01.2018 13:30; 07.01.2018 13:45;4484;2544;565;4404;13378;5819
07.01.2018 13:45; 07.01.2018 14:00;4195;2379;550;4384;13447;5873
07.01.2018 14:00; 07.01.2018 14:15;3848;2190;537;4347;13499;5919
07.01.2018 14:15; 07.01.2018 14:30;3458;1973;529;4342;13514;5944
07.01.2018 14:30; 07.01.2018 14:45;3026;1734;520;4343;13531;5973
07.01.2018 14:45; 07.01.2018 15:00;2562;1473;510;4350;13562;5998
07.01.2018 15:00; 07.01.2018 15:15;2059;1200;503;4365;13634;6045
07.01.2018 15:15; 07.01.2018 15:30;1554;935;499;4399;13760;6118
07.01.2018 15:30; 07.01.2018 15:45;1078;662;493;4441;13874;6186
07.01.2018 15:45; 07.01.2018 16:00;640;395;489;4471;13988;6252
07.01.2018 16:00; 07.01.2018 16:15;298;176;482;4511;14118;6324
07.01.2018 16:15; 07.01.2018 16:30;128;84;486;4602;14254;6411
07.01.2018 16:30; 07.01.2018 16:45;55;32;487;4689;14406;6493
07.01.2018 16:45; 07.01.2018 17:00;17;9;490;4776;14559;6575
07.01.2018 17:00; 07.01.2018 17:15;8;0;491;4874;14712;6640
07.01.2018 17:15; 07.01.2018 17:30;8;0;496;4968;14857;6687
07.01.2018 17:30; 07.01.2018 17:45;8;0;503;5070;14994;6739
07.01.2018 17:45; 07.01.2018 18:00;8;0;508;5179;15125;6791
07.01.2018 18:00; 07.01.2018 18:15;8;0;514;5261;15263;6839
07.01.2018 18:15; 07.01.2018 18:30;8;0;524;5398;15393;6881
07.01.2018 18:30; 07.01.2018 18:45;8;0;534;5440;15531;6918
07.01.2018 18:45; 07.01.2018 19:00;8;0;544;5468;15665;6958
07.01.2018 19:00; 07.01.2018 19:15;0;0;558;5510;15767;6994
07.01.2018 19:15; 07.01.2018 19:30;0;0;571;5590;15801;7012
07.01.2018 19:30; 07.01.2018 19:45;0;0;592;5602;15826;7026
07.01.2018 19:45; 07.01.2018 20:00;0;0;609;5636;15848;7041
07.01.2018 20:00; 07.01.2018 20:15;0;0;625;5652;15862;7033
07.01.2018 20:15; 07.01.2018 20:30;0;0;647;5691;15850;7014
07.01.2018 20:30; 07.01.2018 20:45;0;0;671;5673;15841;6994
07.01.2018 20:45; 07.01.2018 21:00;0;0;691;5668;15827;6975
07.01.2018 21:00; 07.01.2018 21:15;0;0;712;5649;15798;6945
07.01.2018 21:15; 07.01.2018 21:30;0;0;732;5658;15756;6909
07.01.2018 21:30; 07.01.2018 21:45;0;0;753;5638;15713;6875
07.01.2018 21:45; 07.01.2018 22:00;0;0;772;5627;15677;6842
07.01.2018 22:00; 07.01.2018 22:15;0;0;791;5591;15650;6821
07.01.2018 22:15; 07.01.2018 22:30;0;0;807;5559;15626;6811
07.01.2018 22:30; 07.01.2018 22:45;0;0;823;5534;15597;6801
07.01.2018 22:45; 07.01.2018 23:00;0;0;841;5508;15567;6790
07.01.2018 23:00; 07.01.2018 23:15;0;0;857;5491;15543;6784
07.01.2018 23:15; 07.01.2018 23:30;0;0;871;5475;15531;6789
07.01.2018 23:30; 07.01.2018 23:45;0;0;887;5461;15520;6787
07.01.2018 23:45; 08.01.2018 00:00;0;0;903;5453;15517;6790
08.01.2018 00:00; 08.01.2018 00:15;0;0;991;5599;15582;6829
08.01.2018 00:15; 08.01.2018 00:30;0;0;1007;5588;15626;6825
08.01.2018 00:30; 08.01.2018 00:45;0;0;1027;5587;15668;6821
08.01.2018 00:45; 08.01.2018 01:00;0;0;1042;5593;15741;6814
08.01.2018 01:00; 08.01.2018 01:15;0;0;1063;5574;15741;7005
08.01.2018 01:15; 08.01.2018 01:30;0;0;1090;5568;15796;7002
08.01.2018 01:30; 08.01.2018 01:45;0;0;1117;5589;15849;6997
08.01.2018 01:45; 08.01.2018 02:00;0;0;1142;5653;15911;7038
08.01.2018 02:00; 08.01.2018 02:15;0;0;1172;5680;16027;7121
08.01.2018 02:15; 08.01.2018 02:30;0;0;1207;5770;16087;7059
08.01.2018 02:30; 08.01.2018 02:45;0;0;1241;5812;16155;7074
08.01.2018 02:45; 08.01.2018 03:00;0;0;1271;5849;16220;7169
08.01.2018 03:00; 08.01.2018 03:15;0;0;1310;5921;16292;7208
08.01.2018 03:15; 08.01.2018 03:30;0;0;1343;5965;16365;7133
08.01.2018 03:30; 08.01.2018 03:45;0;0;1371;5930;16441;7167
08.01.2018 03:45; 08.01.2018 04:00;0;0;1404;5919;16495;7215
08.01.2018 04:00; 08.01.2018 04:15;0;0;1437;5912;16564;7217
08.01.2018 04:15; 08.01.2018 04:30;0;0;1471;5900;16657;7212
08.01.2018 04:30; 08.01.2018 04:45;0;0;1502;5919;16751;7223
08.01.2018 04:45; 08.01.2018 05:00;0;0;1536;5939;16837;7235
08.01.2018 05:00; 08.01.2018 05:15;0;0;1566;5960;16923;7265
08.01.2018 05:15; 08.01.2018 05:30;0;0;1603;6040;17008;7335
08.01.2018 05:30; 08.01.2018 05:45;0;0;1646;6044;17084;7392
08.01.2018 05:45; 08.01.2018 06:00;0;0;1681;6083;17171;7399
08.01.2018 06:00; 08.01.2018 06:15;0;0;1719;6141;17260;7404
08.01.2018 06:15; 08.01.2018 06:30;0;0;1755;6227;17308;7434
08.01.2018 06:30; 08.01.2018 06:45;0;0;1790;6254;17352;7483
08.01.2018 06:45; 08.01.2018 07:00;0;0;1824;6315;17399;7527
08.01.2018 07:00; 08.01.2018 07:15;8;0;1863;6382;17454;7583
08.01.2018 07:15; 08.01.2018 07:30;8;0;1893;6539;17492;7590
08.01.2018 07:30; 08.01.2018 07:45;8;0;1926;6675;17533;7652
08.01.2018 07:45; 08.01.2018 08:00;9;0;1955;6823;17590;7695
08.01.2018 08:00; 08.01.2018 08:15;23;13;1986;6933;17700;7745
08.01.2018 08:15; 08.01.2018 08:30;90;54;2019;7047;17804;7756
08.01.2018 08:30; 08.01.2018 08:45;300;153;2056;7083;17906;7796
08.01.2018 08:45; 08.01.2018 09:00;671;310;2089;7131;18013;7886
08.01.2018 09:00; 08.01.2018 09:15;1205;554;2119;6903;18099;7894
08.01.2018 09:15; 08.01.2018 09:30;1866;873;2153;6815;18175;7939
08.01.2018 09:30; 08.01.2018 09:45;2587;1222;2183;6792;18258;7950
08.01.2018 09:45; 08.01.2018 10:00;3317;1597;2210;6782;18319;7958
08.01.2018 10:00; 08.01.2018 10:15;4037;1958;2240;6773;18331;8219
