Begin;End;Load Forecast;Actual Load
23.07.2018 03:15; 23.07.2018 03:30;44090;44747
23.07.2018 03:30; 23.07.2018 03:45;44159;44875
23.07.2018 03:45; 23.07.2018 04:00;44296;44868
23.07.2018 04:00; 23.07.2018 04:15;45017;45563
23.07.2018 04:15; 23.07.2018 04:30;45397;46031
23.07.2018 04:30; 23.07.2018 04:45;45993;46563
23.07.2018 04:45; 23.07.2018 05:00;46609;47135
23.07.2018 05:00; 23.07.2018 05:15;48309;48480
23.07.2018 05:15; 23.07.2018 05:30;49109;49112
23.07.2018 05:30; 23.07.2018 05:45;50455;50504
23.07.2018 05:45; 23.07.2018 06:00;52252;52073
23.07.2018 06:00; 23.07.2018 06:15;55612;55766
23.07.2018 06:15; 23.07.2018 06:30;58307;58245
23.07.2018 06:30; 23.07.2018 06:45;60243;60045
23.07.2018 06:45; 23.07.2018 07:00;62056;62035
23.07.2018 07:00; 23.07.2018 07:15;64091;64786
23.07.2018 07:15; 23.07.2018 07:30;65423;66606
23.07.2018 07:30; 23.07.2018 07:45;66634;67911
23.07.2018 07:45; 23.07.2018 08:00;67682;69208
23.07.2018 08:00; 23.07.2018 08:15;68934;70427
23.07.2018 08:15; 23.07.2018 08:30;69619;71244
23.07.2018 08:30; 23.07.2018 08:45;69970;71903
23.07.2018 08:45; 23.07.2018 09:00;70219;72498
23.07.2018 09:00; 23.07.2018 09:15;70192;72035
23.07.2018 09:15; 23.07.2018 09:30;70894;72593
23.07.2018 09:30; 23.07.2018 09:45;71521;73008
23.07.2018 09:45; 23.07.2018 10:00;71862;73668
23.07.2018 10:00; 23.07.2018 10:15;72218;73819
23.07.2018 10:15; 23.07.2018 10:30;72554;74125
23.07.2018 10:30; 23.07.2018 10:45;72972;74697
23.07.2018 10:45; 23.07.2018 11:00;73332;75260
23.07.2018 11:00; 23.07.2018 11:15;73712;75702
23.07.2018 11:15; 23.07.2018 11:30;74236;76340
23.07.2018 11:30; 23.07.2018 11:45;74520;76485
23.07.2018 11:45; 23.07.2018 12:00;74606;76601
23.07.2018 12:00; 23.07.2018 12:15;73372;76050
23.07.2018 12:15; 23.07.2018 12:30;72598;75942
23.07.2018 12:30; 23.07.2018 12:45;72981;75931
23.07.2018 12:45; 23.07.2018 13:00;72363;75931
23.07.2018 13:00; 23.07.2018 13:15;73411;75739
23.07.2018 13:15; 23.07.2018 13:30;72836;75778
23.07.2018 13:30; 23.07.2018 13:45;72351;74871
23.07.2018 13:45; 23.07.2018 14:00;72213;74360
23.07.2018 14:00; 23.07.2018 14:15;71764;73856
23.07.2018 14:15; 23.07.2018 14:30;71224;73670
23.07.2018 14:30; 23.07.2018 14:45;70592;73703
23.07.2018 14:45; 23.07.2018 15:00;70610;73334
23.07.2018 15:00; 23.07.2018 15:15;70253;73130
23.07.2018 15:15; 23.07.2018 15:30;70483;72978
23.07.2018 15:30; 23.07.2018 15:45;70130;72420
23.07.2018 15:45; 23.07.2018 16:00;69843;72066
23.07.2018 16:00; 23.07.2018 16:15;68964;71545
23.07.2018 16:15; 23.07.2018 16:30;68628;71298
23.07.2018 16:30; 23.07.2018 16:45;67834;70845
23.07.2018 16:45; 23.07.2018 17:00;68776;70720
23.07.2018 17:00; 23.07.2018 17:15;68719;70860
23.07.2018 17:15; 23.07.2018 17:30;68506;70926
23.07.2018 17:30; 23.07.2018 17:45;68003;70877
23.07.2018 17:45; 23.07.2018 18:00;68426;70663
23.07.2018 18:00; 23.07.2018 18:15;67815;70591
23.07.2018 18:15; 23.07.2018 18:30;67197;70327
23.07.2018 18:30; 23.07.2018 18:45;67629;70447
23.07.2018 18:45; 23.07.2018 19:00;67830;70061
23.07.2018 19:00; 23.07.2018 19:15;66926;69753
23.07.2018 19:15; 23.07.2018 19:30;66485;69240
23.07.2018 19:30; 23.07.2018 19:45;66149;68908
23.07.2018 19:45; 23.07.2018 20:00;66051;68474
23.07.2018 20:00; 23.07.2018 20:15;65372;67812
23.07.2018 20:15; 23.07.2018 20:30;64275;66866
23.07.2018 20:30; 23.07.2018 20:45;63666;66138
23.07.2018 20:45; 23.07.2018 21:00;62514;65392
23.07.2018 21:00; 23.07.2018 21:15;62557;64756
23.07.2018 21:15; 23.07.2018 21:30;62005;64200
23.07.2018 21:30; 23.07.2018 21:45;62068;63910
23.07.2018 21:45; 23.07.2018 22:00;60487;63557
23.07.2018 22:00; 23.07.2018 22:15;60276;63526
23.07.2018 22:15; 23.07.2018 22:30;59112;62670
23.07.2018 22:30; 23.07.2018 22:45;57829;61370
23.07.2018 22:45; 23.07.2018 23:00;56786;60089
23.07.2018 23:00; 23.07.2018 23:15;55934;58403
23.07.2018 23:15; 23.07.2018 23:30;54990;57284
23.07.2018 23:30; 23.07.2018 23:45;53968;56082
23.07.2018 23:45; 24.07.2018 00:00;53075;55364
24.07.2018 00:00; 24.07.2018 00:15;53198;53944
24.07.2018 00:15; 24.07.2018 00:30;52452;53143
24.07.2018 00:30; 24.07.2018 00:45;51775;52424
24.07.2018 00:45; 24.07.2018 01:00;51158;51793
24.07.2018 01:00; 24.07.2018 01:15;50665;51122
24.07.2018 01:15; 24.07.2018 01:30;50122;50625
24.07.2018 01:30; 24.07.2018 01:45;49894;50245
24.07.2018 01:45; 24.07.2018 02:00;49470;49777
24.07.2018 02:00; 24.07.2018 02:15;49148;49411
24.07.2018 02:15; 24.07.2018 02:30;48956;49058
24.07.2018 02:30; 24.07.2018 02:45;48850;49165
24.07.2018 02:45; 24.07.2018 03:00;48811;49089
24.07.2018 03:00; 24.07.2018 03:15;48829;48984
24.07.2018 03:15; 24.07.2018 03:30;48846;48938
24.07.2018 03:30; 24.07.2018 03:45;48855;48958
24.07.2018 03:45; 24.07.2018 04:00;48840;49044
24.07.2018 04:00; 24.07.2018 04:15;49190;49459
24.07.2018 04:15; 24.07.2018 04:30;49428;49812
24.07.2018 04:30; 24.07.2018 04:45;49886;50225
24.07.2018 04:45; 24.07.2018 05:00;50370;50790
24.07.2018 05:00; 24.07.2018 05:15;51454;51991
24.07.2018 05:15; 24.07.2018 05:30;52285;52612
24.07.2018 05:30; 24.07.2018 05:45;53216;53406
24.07.2018 05:45; 24.07.2018 06:00;54523;54907
24.07.2018 06:00; 24.07.2018 06:15;57551;58256
24.07.2018 06:15; 24.07.2018 06:30;59782;60203
24.07.2018 06:30; 24.07.2018 06:45;61571;61738
24.07.2018 06:45; 24.07.2018 07:00;63033;63401
24.07.2018 07:00; 24.07.2018 07:15;65011;66014
24.07.2018 07:15; 24.07.2018 07:30;66381;67608
24.07.2018 07:30; 24.07.2018 07:45;67521;68860
24.07.2018 07:45; 24.07.2018 08:00;68578;69959
24.07.2018 08:00; 24.07.2018 08:15;69775;71284
24.07.2018 08:15; 24.07.2018 08:30;70348;72226
24.07.2018 08:30; 24.07.2018 08:45;70802;72731
24.07.2018 08:45; 24.07.2018 09:00;71061;73460
24.07.2018 09:00; 24.07.2018 09:15;70970;73185
24.07.2018 09:15; 24.07.2018 09:30;71667;73645
24.07.2018 09:30; 24.07.2018 09:45;72198;74138
24.07.2018 09:45; 24.07.2018 10:00;72750;74504
24.07.2018 10:00; 24.07.2018 10:15;73079;75020
24.07.2018 10:15; 24.07.2018 10:30;73485;75433
24.07.2018 10:30; 24.07.2018 10:45;73912;75696
24.07.2018 10:45; 24.07.2018 11:00;74306;76173
24.07.2018 11:00; 24.07.2018 11:15;74665;76702
24.07.2018 11:15; 24.07.2018 11:30;75245;77387
24.07.2018 11:30; 24.07.2018 11:45;75463;77488
24.07.2018 11:45; 24.07.2018 12:00;74995;77512
24.07.2018 12:00; 24.07.2018 12:15;74733;76902
24.07.2018 12:15; 24.07.2018 12:30;74535;76507
24.07.2018 12:30; 24.07.2018 12:45;74384;76343
24.07.2018 12:45; 24.07.2018 13:00;74404;76372
24.07.2018 13:00; 24.07.2018 13:15;74234;76067
24.07.2018 13:15; 24.07.2018 13:30;74120;75997
24.07.2018 13:30; 24.07.2018 13:45;73702;75421
24.07.2018 13:45; 24.07.2018 14:00;73200;74666
24.07.2018 14:00; 24.07.2018 14:15;72910;74385
24.07.2018 14:15; 24.07.2018 14:30;72609;74375
24.07.2018 14:30; 24.07.2018 14:45;72414;74158
24.07.2018 14:45; 24.07.2018 15:00;72445;73668
24.07.2018 15:00; 24.07.2018 15:15;72484;73727
24.07.2018 15:15; 24.07.2018 15:30;71821;73436
24.07.2018 15:30; 24.07.2018 15:45;71584;72948
24.07.2018 15:45; 24.07.2018 16:00;71129;72752
24.07.2018 16:00; 24.07.2018 16:15;70902;72802
24.07.2018 16:15; 24.07.2018 16:30;70716;72152
24.07.2018 16:30; 24.07.2018 16:45;70161;71855
24.07.2018 16:45; 24.07.2018 17:00;69888;71740
24.07.2018 17:00; 24.07.2018 17:15;69773;71867
24.07.2018 17:15; 24.07.2018 17:30;69752;71753
24.07.2018 17:30; 24.07.2018 17:45;69725;71698
24.07.2018 17:45; 24.07.2018 18:00;69679;71465
24.07.2018 18:00; 24.07.2018 18:15;68956;71032
24.07.2018 18:15; 24.07.2018 18:30;68758;70716
24.07.2018 18:30; 24.07.2018 18:45;68811;70848
24.07.2018 18:45; 24.07.2018 19:00;68718;70913
24.07.2018 19:00; 24.07.2018 19:15;68370;70632
24.07.2018 19:15; 24.07.2018 19:30;67981;70105
24.07.2018 19:30; 24.07.2018 19:45;67547;69749
24.07.2018 19:45; 24.07.2018 20:00;67049;69285
24.07.2018 20:00; 24.07.2018 20:15;66381;68642
24.07.2018 20:15; 24.07.2018 20:30;65585;67917
24.07.2018 20:30; 24.07.2018 20:45;64824;67063
24.07.2018 20:45; 24.07.2018 21:00;64150;66319
24.07.2018 21:00; 24.07.2018 21:15;63235;65920
24.07.2018 21:15; 24.07.2018 21:30;63023;65456
24.07.2018 21:30; 24.07.2018 21:45;62855;65049
24.07.2018 21:45; 24.07.2018 22:00;62075;64751
24.07.2018 22:00; 24.07.2018 22:15;61970;64402
24.07.2018 22:15; 24.07.2018 22:30;60650;63469
24.07.2018 22:30; 24.07.2018 22:45;59580;62217
24.07.2018 22:45; 24.07.2018 23:00;58176;61072
24.07.2018 23:00; 24.07.2018 23:15;57139;59377
24.07.2018 23:15; 24.07.2018 23:30;56041;58238
24.07.2018 23:30; 24.07.2018 23:45;54839;57115
24.07.2018 23:45; 25.07.2018 00:00;54095;56423
25.07.2018 00:00; 25.07.2018 00:15;53160;55721
25.07.2018 00:15; 25.07.2018 00:30;52460;54831
25.07.2018 00:30; 25.07.2018 00:45;51871;54250
25.07.2018 00:45; 25.07.2018 01:00;51247;53542
25.07.2018 01:00; 25.07.2018 01:15;50723;52285
25.07.2018 01:15; 25.07.2018 01:30;50258;51924
25.07.2018 01:30; 25.07.2018 01:45;49860;51563
25.07.2018 01:45; 25.07.2018 02:00;49467;51199
25.07.2018 02:00; 25.07.2018 02:15;49165;50733
25.07.2018 02:15; 25.07.2018 02:30;48913;50388
25.07.2018 02:30; 25.07.2018 02:45;48922;50370
25.07.2018 02:45; 25.07.2018 03:00;48893;50305
25.07.2018 03:00; 25.07.2018 03:15;48900;50193
25.07.2018 03:15; 25.07.2018 03:30;48967;50160
25.07.2018 03:30; 25.07.2018 03:45;48926;50241
25.07.2018 03:45; 25.07.2018 04:00;48955;50416
25.07.2018 04:00; 25.07.2018 04:15;49408;50667
25.07.2018 04:15; 25.07.2018 04:30;49682;50887
25.07.2018 04:30; 25.07.2018 04:45;50130;51319
25.07.2018 04:45; 25.07.2018 05:00;50553;51948
25.07.2018 05:00; 25.07.2018 05:15;51806;53219
25.07.2018 05:15; 25.07.2018 05:30;52465;53547
25.07.2018 05:30; 25.07.2018 05:45;53321;54372
25.07.2018 05:45; 25.07.2018 06:00;54759;56006
25.07.2018 06:00; 25.07.2018 06:15;57857;59261
25.07.2018 06:15; 25.07.2018 06:30;60096;61653
25.07.2018 06:30; 25.07.2018 06:45;61856;63366
25.07.2018 06:45; 25.07.2018 07:00;63492;64831
25.07.2018 07:00; 25.07.2018 07:15;65437;66971
25.07.2018 07:15; 25.07.2018 07:30;66411;68454
25.07.2018 07:30; 25.07.2018 07:45;67722;69950
25.07.2018 07:45; 25.07.2018 08:00;68702;71047
25.07.2018 08:00; 25.07.2018 08:15;69773;71680
25.07.2018 08:15; 25.07.2018 08:30;70456;72324
25.07.2018 08:30; 25.07.2018 08:45;70945;73318
25.07.2018 08:45; 25.07.2018 09:00;71178;73976
25.07.2018 09:00; 25.07.2018 09:15;71093;73849
25.07.2018 09:15; 25.07.2018 09:30;71716;74341
25.07.2018 09:30; 25.07.2018 09:45;72319;75178
25.07.2018 09:45; 25.07.2018 10:00;72667;75755
25.07.2018 10:00; 25.07.2018 10:15;73011;76243
25.07.2018 10:15; 25.07.2018 10:30;73497;76596
25.07.2018 10:30; 25.07.2018 10:45;73920;77089
25.07.2018 10:45; 25.07.2018 11:00;74247;77570
25.07.2018 11:00; 25.07.2018 11:15;74733;78289
25.07.2018 11:15; 25.07.2018 11:30;75280;78595
25.07.2018 11:30; 25.07.2018 11:45;75531;78874
25.07.2018 11:45; 25.07.2018 12:00;75050;79090
25.07.2018 12:00; 25.07.2018 12:15;74843;78211
25.07.2018 12:15; 25.07.2018 12:30;74649;78076
25.07.2018 12:30; 25.07.2018 12:45;74513;77910
25.07.2018 12:45; 25.07.2018 13:00;74598;77880
25.07.2018 13:00; 25.07.2018 13:15;74243;77724
25.07.2018 13:15; 25.07.2018 13:30;74286;77336
25.07.2018 13:30; 25.07.2018 13:45;73689;76914
25.07.2018 13:45; 25.07.2018 14:00;73028;76485
25.07.2018 14:00; 25.07.2018 14:15;72735;76063
25.07.2018 14:15; 25.07.2018 14:30;72452;75771
25.07.2018 14:30; 25.07.2018 14:45;72130;75440
25.07.2018 14:45; 25.07.2018 15:00;72353;74753
25.07.2018 15:00; 25.07.2018 15:15;72478;74572
25.07.2018 15:15; 25.07.2018 15:30;71603;74457
25.07.2018 15:30; 25.07.2018 15:45;71314;74204
25.07.2018 15:45; 25.07.2018 16:00;70855;73840
25.07.2018 16:00; 25.07.2018 16:15;70666;73869
25.07.2018 16:15; 25.07.2018 16:30;70434;73043
25.07.2018 16:30; 25.07.2018 16:45;70209;72530
25.07.2018 16:45; 25.07.2018 17:00;69586;72345
25.07.2018 17:00; 25.07.2018 17:15;69520;72268
25.07.2018 17:15; 25.07.2018 17:30;69440;71645
25.07.2018 17:30; 25.07.2018 17:45;69374;71379
25.07.2018 17:45; 25.07.2018 18:00;69286;71383
25.07.2018 18:00; 25.07.2018 18:15;68677;71272
25.07.2018 18:15; 25.07.2018 18:30;68533;71289
25.07.2018 18:30; 25.07.2018 18:45;68676;71277
25.07.2018 18:45; 25.07.2018 19:00;68580;71224
25.07.2018 19:00; 25.07.2018 19:15;68242;71266
25.07.2018 19:15; 25.07.2018 19:30;67657;70524
25.07.2018 19:30; 25.07.2018 19:45;67355;70221
25.07.2018 19:45; 25.07.2018 20:00;66941;69755
25.07.2018 20:00; 25.07.2018 20:15;66110;69125
25.07.2018 20:15; 25.07.2018 20:30;65390;68450
25.07.2018 20:30; 25.07.2018 20:45;64566;67537
25.07.2018 20:45; 25.07.2018 21:00;63991;66668
25.07.2018 21:00; 25.07.2018 21:15;63179;66287
25.07.2018 21:15; 25.07.2018 21:30;62913;65968
25.07.2018 21:30; 25.07.2018 21:45;62542;65554
25.07.2018 21:45; 25.07.2018 22:00;62019;65314
25.07.2018 22:00; 25.07.2018 22:15;61940;64812
25.07.2018 22:15; 25.07.2018 22:30;60769;63879
25.07.2018 22:30; 25.07.2018 22:45;59539;62617
25.07.2018 22:45; 25.07.2018 23:00;58222;61369
25.07.2018 23:00; 25.07.2018 23:15;56941;60136
25.07.2018 23:15; 25.07.2018 23:30;55770;58936
25.07.2018 23:30; 25.07.2018 23:45;54760;57955
25.07.2018 23:45; 26.07.2018 00:00;53925;56880
26.07.2018 00:00; 26.07.2018 00:15;54233;55325
26.07.2018 00:15; 26.07.2018 00:30;53519;54742
26.07.2018 00:30; 26.07.2018 00:45;52917;53991
26.07.2018 00:45; 26.07.2018 01:00;52283;53427
26.07.2018 01:00; 26.07.2018 01:15;51731;52739
26.07.2018 01:15; 26.07.2018 01:30;51232;52320
26.07.2018 01:30; 26.07.2018 01:45;50902;51979
26.07.2018 01:45; 26.07.2018 02:00;50410;51639
26.07.2018 02:00; 26.07.2018 02:15;50152;51013
26.07.2018 02:15; 26.07.2018 02:30;49930;50536
26.07.2018 02:30; 26.07.2018 02:45;49922;50480
26.07.2018 02:45; 26.07.2018 03:00;49818;50494
26.07.2018 03:00; 26.07.2018 03:15;49875;50341
26.07.2018 03:15; 26.07.2018 03:30;49879;50431
26.07.2018 03:30; 26.07.2018 03:45;49822;50337
26.07.2018 03:45; 26.07.2018 04:00;49802;50311
26.07.2018 04:00; 26.07.2018 04:15;50164;50724
26.07.2018 04:15; 26.07.2018 04:30;50390;51000
26.07.2018 04:30; 26.07.2018 04:45;50844;51512
26.07.2018 04:45; 26.07.2018 05:00;51317;51900
26.07.2018 05:00; 26.07.2018 05:15;52553;52954
26.07.2018 05:15; 26.07.2018 05:30;53198;53562
26.07.2018 05:30; 26.07.2018 05:45;54109;54399
26.07.2018 05:45; 26.07.2018 06:00;55519;55805
26.07.2018 06:00; 26.07.2018 06:15;58510;58938
26.07.2018 06:15; 26.07.2018 06:30;60859;61194
26.07.2018 06:30; 26.07.2018 06:45;62475;62780
26.07.2018 06:45; 26.07.2018 07:00;63920;64280
26.07.2018 07:00; 26.07.2018 07:15;65918;66838
26.07.2018 07:15; 26.07.2018 07:30;67192;68339
26.07.2018 07:30; 26.07.2018 07:45;68179;69696
26.07.2018 07:45; 26.07.2018 08:00;69190;71006
26.07.2018 08:00; 26.07.2018 08:15;70394;71981
26.07.2018 08:15; 26.07.2018 08:30;71038;72661
26.07.2018 08:30; 26.07.2018 08:45;71494;73249
26.07.2018 08:45; 26.07.2018 09:00;71739;73933
26.07.2018 09:00; 26.07.2018 09:15;71710;74031
26.07.2018 09:15; 26.07.2018 09:30;72254;74642
26.07.2018 09:30; 26.07.2018 09:45;72806;75548
26.07.2018 09:45; 26.07.2018 10:00;73205;75988
26.07.2018 10:00; 26.07.2018 10:15;73611;76100
26.07.2018 10:15; 26.07.2018 10:30;73955;76253
26.07.2018 10:30; 26.07.2018 10:45;74362;76749
26.07.2018 10:45; 26.07.2018 11:00;74828;77432
26.07.2018 11:00; 26.07.2018 11:15;75161;77974
26.07.2018 11:15; 26.07.2018 11:30;75708;78364
26.07.2018 11:30; 26.07.2018 11:45;75942;78823
26.07.2018 11:45; 26.07.2018 12:00;75434;78795
26.07.2018 12:00; 26.07.2018 12:15;75200;77955
26.07.2018 12:15; 26.07.2018 12:30;75069;77537
26.07.2018 12:30; 26.07.2018 12:45;74972;77426
26.07.2018 12:45; 26.07.2018 13:00;75050;77395
26.07.2018 13:00; 26.07.2018 13:15;74658;77149
26.07.2018 13:15; 26.07.2018 13:30;74703;77004
26.07.2018 13:30; 26.07.2018 13:45;74224;76370
26.07.2018 13:45; 26.07.2018 14:00;73745;76034
26.07.2018 14:00; 26.07.2018 14:15;73421;75769
26.07.2018 14:15; 26.07.2018 14:30;72981;75426
26.07.2018 14:30; 26.07.2018 14:45;72886;75088
26.07.2018 14:45; 26.07.2018 15:00;72918;75159
26.07.2018 15:00; 26.07.2018 15:15;73195;75184
26.07.2018 15:15; 26.07.2018 15:30;72332;74950
26.07.2018 15:30; 26.07.2018 15:45;71984;74233
26.07.2018 15:45; 26.07.2018 16:00;71544;73879
26.07.2018 16:00; 26.07.2018 16:15;71279;74071
26.07.2018 16:15; 26.07.2018 16:30;71178;73416
26.07.2018 16:30; 26.07.2018 16:45;70986;72827
26.07.2018 16:45; 26.07.2018 17:00;70247;72538
26.07.2018 17:00; 26.07.2018 17:15;70128;72579
26.07.2018 17:15; 26.07.2018 17:30;70005;72263
26.07.2018 17:30; 26.07.2018 17:45;69893;72379
26.07.2018 17:45; 26.07.2018 18:00;69813;72343
26.07.2018 18:00; 26.07.2018 18:15;69042;71805
26.07.2018 18:15; 26.07.2018 18:30;68991;71378
26.07.2018 18:30; 26.07.2018 18:45;69152;71430
26.07.2018 18:45; 26.07.2018 19:00;69064;71347
26.07.2018 19:00; 26.07.2018 19:15;68636;71117
26.07.2018 19:15; 26.07.2018 19:30;68278;70588
26.07.2018 19:30; 26.07.2018 19:45;67988;70318
26.07.2018 19:45; 26.07.2018 20:00;67479;70009
26.07.2018 20:00; 26.07.2018 20:15;66697;69771
26.07.2018 20:15; 26.07.2018 20:30;65881;69292
26.07.2018 20:30; 26.07.2018 20:45;65210;68199
26.07.2018 20:45; 26.07.2018 21:00;64592;67215
26.07.2018 21:00; 26.07.2018 21:15;63759;66518
26.07.2018 21:15; 26.07.2018 21:30;63569;66356
26.07.2018 21:30; 26.07.2018 21:45;63208;66274
26.07.2018 21:45; 26.07.2018 22:00;62715;65857
26.07.2018 22:00; 26.07.2018 22:15;62404;65201
26.07.2018 22:15; 26.07.2018 22:30;61122;64497
26.07.2018 22:30; 26.07.2018 22:45;59980;63181
26.07.2018 22:45; 26.07.2018 23:00;58593;62017
26.07.2018 23:00; 26.07.2018 23:15;57428;60008
26.07.2018 23:15; 26.07.2018 23:30;56299;58965
26.07.2018 23:30; 26.07.2018 23:45;55191;57828
26.07.2018 23:45; 27.07.2018 00:00;54295;56976
27.07.2018 00:00; 27.07.2018 00:15;54996;56024
27.07.2018 00:15; 27.07.2018 00:30;54247;55465
27.07.2018 00:30; 27.07.2018 00:45;53656;54723
27.07.2018 00:45; 27.07.2018 01:00;53022;54224
27.07.2018 01:00; 27.07.2018 01:15;52466;53148
27.07.2018 01:15; 27.07.2018 01:30;51933;52809
27.07.2018 01:30; 27.07.2018 01:45;51591;52436
27.07.2018 01:45; 27.07.2018 02:00;51143;52231
27.07.2018 02:00; 27.07.2018 02:15;50805;51563
27.07.2018 02:15; 27.07.2018 02:30;50536;51067
27.07.2018 02:30; 27.07.2018 02:45;50547;50967
27.07.2018 02:45; 27.07.2018 03:00;50442;50687
27.07.2018 03:00; 27.07.2018 03:15;50460;50741
27.07.2018 03:15; 27.07.2018 03:30;50401;50506
27.07.2018 03:30; 27.07.2018 03:45;50382;50475
27.07.2018 03:45; 27.07.2018 04:00;50348;50469
27.07.2018 04:00; 27.07.2018 04:15;50652;51063
27.07.2018 04:15; 27.07.2018 04:30;50948;51227
27.07.2018 04:30; 27.07.2018 04:45;51406;51492
27.07.2018 04:45; 27.07.2018 05:00;51799;51998
27.07.2018 05:00; 27.07.2018 05:15;53003;53469
27.07.2018 05:15; 27.07.2018 05:30;53646;54164
27.07.2018 05:30; 27.07.2018 05:45;54531;54912
27.07.2018 05:45; 27.07.2018 06:00;55981;55943
27.07.2018 06:00; 27.07.2018 06:15;58632;59274
27.07.2018 06:15; 27.07.2018 06:30;60955;61570
27.07.2018 06:30; 27.07.2018 06:45;62510;63259
27.07.2018 06:45; 27.07.2018 07:00;64014;64799
27.07.2018 07:00; 27.07.2018 07:15;66028;66952
27.07.2018 07:15; 27.07.2018 07:30;67265;68462
27.07.2018 07:30; 27.07.2018 07:45;68708;69778
27.07.2018 07:45; 27.07.2018 08:00;69810;70825
27.07.2018 08:00; 27.07.2018 08:15;71039;71928
27.07.2018 08:15; 27.07.2018 08:30;71604;72704
27.07.2018 08:30; 27.07.2018 08:45;72111;73473
27.07.2018 08:45; 27.07.2018 09:00;72408;74220
27.07.2018 09:00; 27.07.2018 09:15;72416;74145
27.07.2018 09:15; 27.07.2018 09:30;73129;74733
27.07.2018 09:30; 27.07.2018 09:45;73790;75653
27.07.2018 09:45; 27.07.2018 10:00;74140;76091
27.07.2018 10:00; 27.07.2018 10:15;74653;76138
27.07.2018 10:15; 27.07.2018 10:30;74939;76310
27.07.2018 10:30; 27.07.2018 10:45;75308;76771
27.07.2018 10:45; 27.07.2018 11:00;75739;77133
27.07.2018 11:00; 27.07.2018 11:15;76097;77415
27.07.2018 11:15; 27.07.2018 11:30;76454;77648
27.07.2018 11:30; 27.07.2018 11:45;76702;77783
27.07.2018 11:45; 27.07.2018 12:00;76182;77685
27.07.2018 12:00; 27.07.2018 12:15;75792;77024
27.07.2018 12:15; 27.07.2018 12:30;75622;76667
27.07.2018 12:30; 27.07.2018 12:45;75251;76517
27.07.2018 12:45; 27.07.2018 13:00;75315;76201
27.07.2018 13:00; 27.07.2018 13:15;74893;75905
27.07.2018 13:15; 27.07.2018 13:30;74783;75533
27.07.2018 13:30; 27.07.2018 13:45;74139;74994
27.07.2018 13:45; 27.07.2018 14:00;73472;74525
27.07.2018 14:00; 27.07.2018 14:15;72970;74011
27.07.2018 14:15; 27.07.2018 14:30;72583;73718
27.07.2018 14:30; 27.07.2018 14:45;72307;73073
27.07.2018 14:45; 27.07.2018 15:00;72472;72759
27.07.2018 15:00; 27.07.2018 15:15;72709;72493
27.07.2018 15:15; 27.07.2018 15:30;71886;72514
27.07.2018 15:30; 27.07.2018 15:45;71599;72131
27.07.2018 15:45; 27.07.2018 16:00;71268;71843
27.07.2018 16:00; 27.07.2018 16:15;71027;71784
27.07.2018 16:15; 27.07.2018 16:30;71006;71402
27.07.2018 16:30; 27.07.2018 16:45;70596;71143
27.07.2018 16:45; 27.07.2018 17:00;69812;70871
27.07.2018 17:00; 27.07.2018 17:15;69586;71389
27.07.2018 17:15; 27.07.2018 17:30;69343;71090
27.07.2018 17:30; 27.07.2018 17:45;69136;70464
27.07.2018 17:45; 27.07.2018 18:00;69272;70465
27.07.2018 18:00; 27.07.2018 18:15;68546;70476
27.07.2018 18:15; 27.07.2018 18:30;68325;70366
27.07.2018 18:30; 27.07.2018 18:45;68290;70093
27.07.2018 18:45; 27.07.2018 19:00;67924;70017
27.07.2018 19:00; 27.07.2018 19:15;67535;69838
27.07.2018 19:15; 27.07.2018 19:30;66996;69051
27.07.2018 19:30; 27.07.2018 19:45;66475;68578
27.07.2018 19:45; 27.07.2018 20:00;65799;68116
27.07.2018 20:00; 27.07.2018 20:15;65075;67760
27.07.2018 20:15; 27.07.2018 20:30;64335;66873
27.07.2018 20:30; 27.07.2018 20:45;63730;65649
27.07.2018 20:45; 27.07.2018 21:00;63049;64730
27.07.2018 21:00; 27.07.2018 21:15;62130;63970
27.07.2018 21:15; 27.07.2018 21:30;61992;63449
27.07.2018 21:30; 27.07.2018 21:45;61682;63094
27.07.2018 21:45; 27.07.2018 22:00;61220;62542
27.07.2018 22:00; 27.07.2018 22:15;60932;61898
27.07.2018 22:15; 27.07.2018 22:30;59694;60683
27.07.2018 22:30; 27.07.2018 22:45;58836;59937
27.07.2018 22:45; 27.07.2018 23:00;57569;59147
27.07.2018 23:00; 27.07.2018 23:15;56664;58095
27.07.2018 23:15; 27.07.2018 23:30;55489;57524
27.07.2018 23:30; 27.07.2018 23:45;54316;56508
27.07.2018 23:45; 28.07.2018 00:00;53431;55784
28.07.2018 00:00; 28.07.2018 00:15;54698;54778
28.07.2018 00:15; 28.07.2018 00:30;53736;53920
28.07.2018 00:30; 28.07.2018 00:45;53047;53232
28.07.2018 00:45; 28.07.2018 01:00;52337;52531
28.07.2018 01:00; 28.07.2018 01:15;51670;51586
28.07.2018 01:15; 28.07.2018 01:30;50948;51032
28.07.2018 01:30; 28.07.2018 01:45;50655;50683
28.07.2018 01:45; 28.07.2018 02:00;50010;50499
28.07.2018 02:00; 28.07.2018 02:15;49619;49996
28.07.2018 02:15; 28.07.2018 02:30;49230;49751
28.07.2018 02:30; 28.07.2018 02:45;49109;49620
28.07.2018 02:45; 28.07.2018 03:00;48838;49322
28.07.2018 03:00; 28.07.2018 03:15;48640;48952
28.07.2018 03:15; 28.07.2018 03:30;48371;48713
28.07.2018 03:30; 28.07.2018 03:45;48225;48542
